entry_date,exit_date,entry_day_of_week,direction,entry_price,exit_price,entry_prediction,entry_signal_strength,entry_atr,net_return_pct,outcome,exit_reason,holding_days,signal_strength_quartile
2022-03-27 21:00:00+00:00,2022-03-28 21:00:00+00:00,6,SHORT,1.09862,1.1005975159999999,-0.00016918803,3.999637148808689e-05,0.010058571428571392,-0.19999999999999607,LOSS,STOP_LOSS,1,Q1 (Weakest)
2022-03-28 21:00:00+00:00,2022-03-29 21:00:00+00:00,0,SHORT,1.09836,1.100337048,-0.00019183294,6.0942145064473156e-05,0.009797857142857096,-0.2000000000000084,LOSS,STOP_LOSS,1,Q1 (Weakest)
2022-03-29 21:00:00+00:00,2022-03-30 21:00:00+00:00,1,SHORT,1.10872,1.110715696,-0.00015243728,2.023045788519085e-05,0.009390714285714237,-0.2000000000000042,LOSS,STOP_LOSS,1,Q1 (Weakest)
2022-03-30 21:00:00+00:00,2022-03-31 21:00:00+00:00,2,SHORT,1.1158,1.10494,-0.00014863942,1.4798851916566482e-05,0.00926428571428566,0.9532927047857923,WIN,TIME_EXIT,1,Q1 (Weakest)
2022-03-31 21:00:00+00:00,2022-04-03 21:00:00+00:00,3,SHORT,1.10657,1.09714,-0.00014525406,8.032310870476056e-06,0.008942857142857094,0.8321828713953974,WIN,TIME_EXIT,1,Q1 (Weakest)
2022-04-03 21:00:00+00:00,2022-04-04 21:00:00+00:00,6,SHORT,1.10401,1.09055,-0.00015277017,1.2941281311213971e-05,0.008943571428571384,1.1991918551462422,WIN,TIME_EXIT,1,Q1 (Weakest)
2022-04-04 21:00:00+00:00,2022-04-05 21:00:00+00:00,0,SHORT,1.0973,1.08964,-0.00018067347,4.081759485416114e-05,0.00887357142857137,0.6780770983322701,WIN,TIME_EXIT,1,Q1 (Weakest)
2022-04-05 21:00:00+00:00,2022-04-06 21:00:00+00:00,1,SHORT,1.09054,1.0925029720000001,-0.00020520954,6.447426392696797e-05,0.008400714285714221,-0.20000000000000573,LOSS,STOP_LOSS,1,Q1 (Weakest)
2022-04-06 21:00:00+00:00,2022-04-07 21:00:00+00:00,2,SHORT,1.08936,1.08762,-0.0002239719,8.043928595725448e-05,0.008103571428571368,0.13972681207315074,WIN,TIME_EXIT,1,Q2
2022-04-07 21:00:00+00:00,2022-04-10 21:00:00+00:00,3,SHORT,1.08813,1.090088634,-0.00020258353,5.718523461837322e-05,0.008069285714285668,-0.19999999999999624,LOSS,STOP_LOSS,1,Q1 (Weakest)
2022-04-10 21:00:00+00:00,2022-04-11 21:00:00+00:00,6,SHORT,1.09182,1.08268,-0.00023116397,8.53906711563468e-05,0.007896428571428535,0.8171343261709737,WIN,TIME_EXIT,1,Q2
2022-04-11 21:00:00+00:00,2022-04-12 21:00:00+00:00,0,SHORT,1.0884,1.0892,-0.00021381507,6.738617608789354e-05,0.007915714285714248,-0.0935023888276288,LOSS,TIME_EXIT,1,Q1 (Weakest)
2022-04-12 21:00:00+00:00,2022-04-13 21:00:00+00:00,1,SHORT,1.08273,1.084678914,-0.00023166856,8.425669861026109e-05,0.008182857142857112,-0.19999999999999707,LOSS,STOP_LOSS,1,Q2
2022-04-13 21:00:00+00:00,2022-04-14 21:00:00+00:00,2,SHORT,1.08841,1.08149,-0.00018284663,3.476441372185946e-05,0.008962142857142839,0.6157898218502252,WIN,TIME_EXIT,1,Q1 (Weakest)
2022-04-14 21:00:00+00:00,2022-04-17 21:00:00+00:00,3,SHORT,1.08292,1.07816,-0.00020113666,5.265201907604932e-05,0.00881142857142855,0.41955232150113553,WIN,TIME_EXIT,1,Q1 (Weakest)
2022-04-17 21:00:00+00:00,2022-04-18 21:00:00+00:00,6,SHORT,1.08058,1.07886,-0.0001964057,4.6550967963412406e-05,0.007977857142857132,0.13917377704567602,WIN,TIME_EXIT,1,Q1 (Weakest)
2022-04-18 21:00:00+00:00,2022-04-19 21:00:00+00:00,0,SHORT,1.07797,1.0799103460000001,-0.00016288969,1.106006558984518e-05,0.007726428571428563,-0.20000000000000343,LOSS,STOP_LOSS,1,Q1 (Weakest)
2022-04-19 21:00:00+00:00,2022-04-20 21:00:00+00:00,1,SHORT,1.0788,1.08074184,-0.00022577483,7.330910826567561e-05,0.0074357142857142755,-0.19999999999999746,LOSS,STOP_LOSS,1,Q1 (Weakest)
2022-04-20 21:00:00+00:00,2022-04-21 21:00:00+00:00,2,SHORT,1.08547,1.07974,-0.0001662534,1.3746604672633118e-05,0.007894999999999985,0.5078819313292872,WIN,TIME_EXIT,1,Q1 (Weakest)
2022-04-21 21:00:00+00:00,2022-04-24 21:00:00+00:00,3,SHORT,1.08369,1.07111,-0.00020856009,5.594225076492875e-05,0.0078035714285714175,1.140848582159108,WIN,TIME_EXIT,1,Q1 (Weakest)
2022-04-24 21:00:00+00:00,2022-04-25 21:00:00+00:00,6,SHORT,1.08079,1.06368,-0.00023053931,7.778945669997483e-05,0.008020714285714286,1.5631012500115617,WIN,TIME_EXIT,1,Q2
2022-04-25 21:00:00+00:00,2022-04-26 21:00:00+00:00,0,SHORT,1.07132,1.05586,-0.00026245555,0.00010923786729108542,0.008301428571428586,1.4230795653959627,WIN,TIME_EXIT,1,Q2
2022-04-26 21:00:00+00:00,2022-04-27 21:00:00+00:00,1,SHORT,1.06372,1.0499,-0.0002480142,9.426763746887446e-05,0.008774285714285719,1.2792140788929363,WIN,TIME_EXIT,1,Q2
2022-04-27 21:00:00+00:00,2022-04-28 21:00:00+00:00,2,SHORT,1.05618,1.0580811239999999,-0.00026588747,0.00011188505741301923,0.009047857142857147,-0.19999999999999776,LOSS,STOP_LOSS,1,Q2
2022-04-28 21:00:00+00:00,2022-05-01 21:00:00+00:00,3,SHORT,1.04996,1.051849928,-0.00029016696,0.00013593144831247628,0.00934,-0.19999999999999857,LOSS,STOP_LOSS,1,Q3
2022-05-01 21:00:00+00:00,2022-05-02 21:00:00+00:00,6,SHORT,1.05543,1.057329774,-0.0002783961,0.00012190597713924943,0.009307857142857154,-0.19999999999999668,LOSS,STOP_LOSS,1,Q2
2022-05-02 21:00:00+00:00,2022-05-03 21:00:00+00:00,0,SHORT,1.05029,1.052180522,-0.0003122531,0.0001536797935841605,0.009307857142857154,-0.2000000000000058,LOSS,STOP_LOSS,1,Q3
2022-05-03 21:00:00+00:00,2022-05-04 21:00:00+00:00,1,SHORT,1.05217,1.054063906,-0.00029560257,0.00013700296403840184,0.009014285714285721,-0.2000000000000053,LOSS,STOP_LOSS,1,Q3
2022-05-04 21:00:00+00:00,2022-05-05 21:00:00+00:00,2,SHORT,1.06227,1.05458,-0.00027764373,0.00011888967186678202,0.009838571428571443,0.7039214135765836,WIN,TIME_EXIT,1,Q2
2022-05-05 21:00:00+00:00,2022-05-08 21:00:00+00:00,3,SHORT,1.0539,1.05579702,-0.0002828948,0.00012328140728641302,0.010297857142857152,-0.19999999999999202,LOSS,STOP_LOSS,1,Q2
2022-05-08 21:00:00+00:00,2022-05-09 21:00:00+00:00,6,SHORT,1.05425,1.05614765,-0.00030644884,0.00014599117450416087,0.010613571428571444,-0.20000000000000798,LOSS,STOP_LOSS,1,Q3
2022-05-09 21:00:00+00:00,2022-05-10 21:00:00+00:00,0,SHORT,1.05594,1.05136,-0.00030099018,0.00013973836961667986,0.010449285714285748,0.41373676534651854,WIN,TIME_EXIT,1,Q3
2022-05-10 21:00:00+00:00,2022-05-11 21:00:00+00:00,1,SHORT,1.05286,1.0381,-0.000306284,0.00014430829440243543,0.01018142857142861,1.3818957886138599,WIN,TIME_EXIT,1,Q3
2022-05-11 21:00:00+00:00,2022-05-12 21:00:00+00:00,2,SHORT,1.05166,1.04072,-0.00030382635,0.00014128485112451016,0.010856428571428609,1.0202601601277932,WIN,TIME_EXIT,1,Q3
2022-05-12 21:00:00+00:00,2022-05-15 21:00:00+00:00,3,SHORT,1.03781,1.039678058,-0.00033591266,0.00017235022678505627,0.010510714285714309,-0.20000000000001125,LOSS,STOP_LOSS,1,Q3
2022-05-15 21:00:00+00:00,2022-05-16 21:00:00+00:00,6,SHORT,1.04058,1.0424530440000002,-0.0003635956,0.0001982840453274548,0.010161428571428575,-0.20000000000000973,LOSS,STOP_LOSS,1,Q4 (Strongest)
2022-05-16 21:00:00+00:00,2022-05-17 21:00:00+00:00,0,SHORT,1.04337,1.0452480659999999,-0.00032875166,0.00016225032100919634,0.010068571428571442,-0.1999999999999958,LOSS,STOP_LOSS,1,Q3
2022-05-17 21:00:00+00:00,2022-05-18 21:00:00+00:00,1,SHORT,1.05492,1.056818856,-0.00033542718,0.00016838864888995886,0.010133571428571424,-0.19999999999999513,LOSS,STOP_LOSS,1,Q3
2022-05-18 21:00:00+00:00,2022-05-19 21:00:00+00:00,2,SHORT,1.04632,1.048203376,-0.0003916956,0.00022438125219196081,0.010447857142857151,-0.20000000000000986,LOSS,STOP_LOSS,1,Q4 (Strongest)
2022-05-19 21:00:00+00:00,2022-05-22 21:00:00+00:00,3,SHORT,1.05844,1.060345192,-0.0003429896,0.00017562349094077945,0.010365000000000004,-0.19999999999999474,LOSS,STOP_LOSS,1,Q3
2022-05-22 21:00:00+00:00,2022-05-23 21:00:00+00:00,6,SHORT,1.05648,1.058381664,-0.0003528136,0.0001848509337287396,0.01077000000000001,-0.20000000000000234,LOSS,STOP_LOSS,1,Q4 (Strongest)
2022-05-23 21:00:00+00:00,2022-05-24 21:00:00+00:00,0,SHORT,1.06909,1.071014362,-0.00032443771,0.00015553800447378307,0.010502857142857147,-0.20000000000000118,LOSS,STOP_LOSS,1,Q3
2022-05-24 21:00:00+00:00,2022-05-25 21:00:00+00:00,1,SHORT,1.07362,1.07302,-0.00031094524,0.00014086455921642483,0.010128571428571423,0.035885695124898365,WIN,TIME_EXIT,1,Q3
2022-05-25 21:00:00+00:00,2022-05-26 21:00:00+00:00,2,SHORT,1.06819,1.070112742,-0.0003534711,0.00018210105772595853,0.009792142857142852,-0.20000000000000825,LOSS,STOP_LOSS,1,Q4 (Strongest)
2022-05-26 21:00:00+00:00,2022-05-29 21:00:00+00:00,3,SHORT,1.07257,1.074500626,-0.0002942715,0.0001225549727678299,0.009584285714285696,-0.2000000000000043,LOSS,STOP_LOSS,1,Q2
2022-05-29 21:00:00+00:00,2022-05-30 21:00:00+00:00,6,SHORT,1.07375,1.07568275,-0.00029191535,0.00012013520579785109,0.009588571428571406,-0.19999999999999324,LOSS,STOP_LOSS,1,Q2
2022-05-30 21:00:00+00:00,2022-05-31 21:00:00+00:00,0,SHORT,1.07775,1.06518,-0.00032474086,0.00014904217561706896,0.009772857142857123,1.146318719554625,WIN,TIME_EXIT,1,Q3
2022-05-31 21:00:00+00:00,2022-06-01 21:00:00+00:00,1,SHORT,1.07348,1.07488,-0.0003100941,0.00012977597187273203,0.009319285714285688,-0.15041696165741958,LOSS,TIME_EXIT,1,Q3
2022-06-01 21:00:00+00:00,2022-06-02 21:00:00+00:00,2,SHORT,1.06476,1.0666765679999999,-0.00033076352,0.00014904693351127206,0.009565714285714273,-0.1999999999999955,LOSS,STOP_LOSS,1,Q3
2022-06-02 21:00:00+00:00,2022-06-05 21:00:00+00:00,3,SHORT,1.07466,1.06958,-0.00034558633,0.00016273969959001988,0.009612142857142847,0.4527076470697684,WIN,TIME_EXIT,1,Q3
2022-06-05 21:00:00+00:00,2022-06-06 21:00:00+00:00,6,SHORT,1.07222,1.07054,-0.00036908564,0.0001861284364713356,0.009189285714285709,0.13668426255804816,WIN,TIME_EXIT,1,Q4 (Strongest)
2022-06-06 21:00:00+00:00,2022-06-07 21:00:00+00:00,0,SHORT,1.06965,1.07157537,-0.00037801772,0.00019492807041388005,0.008900000000000019,-0.1999999999999931,LOSS,STOP_LOSS,1,Q4 (Strongest)
2022-06-07 21:00:00+00:00,2022-06-08 21:00:00+00:00,1,SHORT,1.07018,1.072106324,-0.00034340797,0.00015992332191672176,0.008410714285714287,-0.20000000000000326,LOSS,STOP_LOSS,1,Q3
2022-06-08 21:00:00+00:00,2022-06-09 21:00:00+00:00,2,SHORT,1.0718,1.05204,-0.00033061067,0.0001461506652412936,0.009099285714285723,1.8236275424519497,WIN,TIME_EXIT,1,Q3
2022-06-09 21:00:00+00:00,2022-06-12 21:00:00+00:00,3,SHORT,1.06172,1.0404856,-0.00036744273,0.0001788154157111421,0.00905928571428573,1.9799999999999986,WIN,TAKE_PROFIT,1,Q3
2022-06-12 21:00:00+00:00,2022-06-13 21:00:00+00:00,6,SHORT,1.05154,1.0417,-0.00038352274,0.00019114107184577733,0.009294285714285746,0.9157703938984585,WIN,TIME_EXIT,1,Q4 (Strongest)
2022-06-13 21:00:00+00:00,2022-06-14 21:00:00+00:00,0,SHORT,1.04081,1.042683458,-0.00044732104,0.0002525615371996537,0.009230714285714314,-0.19999999999999413,LOSS,STOP_LOSS,1,Q4 (Strongest)
2022-06-14 21:00:00+00:00,2022-06-15 21:00:00+00:00,1,SHORT,1.04114,1.043014052,-0.00042510513,0.00022846553998533635,0.009797857142857176,-0.20000000000000143,LOSS,STOP_LOSS,1,Q4 (Strongest)
2022-06-15 21:00:00+00:00,2022-06-16 21:00:00+00:00,2,SHORT,1.04444,1.0463199920000001,-0.00038009766,0.0001826979318866506,0.01088500000000005,-0.20000000000001034,LOSS,STOP_LOSS,1,Q4 (Strongest)
2022-06-16 21:00:00+00:00,2022-06-19 21:00:00+00:00,3,SHORT,1.05496,1.05112,-0.00040819173,0.00020967039745301008,0.011284285714285747,0.34399484340637027,WIN,TIME_EXIT,1,Q4 (Strongest)
2022-06-19 21:00:00+00:00,2022-06-20 21:00:00+00:00,6,SHORT,1.04841,1.0502971380000001,-0.00041330417,0.0002130828710505739,0.01107285714285717,-0.20000000000000628,LOSS,STOP_LOSS,1,Q4 (Strongest)
2022-06-20 21:00:00+00:00,2022-06-21 21:00:00+00:00,0,SHORT,1.05088,1.052771584,-0.00042796266,0.00022660220274701716,0.010800714285714321,-0.20000000000000015,LOSS,STOP_LOSS,1,Q4 (Strongest)
2022-06-21 21:00:00+00:00,2022-06-22 21:00:00+00:00,1,SHORT,1.05358,1.055476444,-0.00039122533,0.00018937998102046548,0.011028571428571467,-0.19999999999999973,LOSS,STOP_LOSS,1,Q4 (Strongest)
2022-06-22 21:00:00+00:00,2022-06-23 21:00:00+00:00,2,SHORT,1.05666,1.05564,-0.00038826998,0.00018605680903419853,0.011298571428571475,0.07653057747998608,WIN,TIME_EXIT,1,Q4 (Strongest)
2022-06-23 21:00:00+00:00,2022-06-26 21:00:00+00:00,3,SHORT,1.0524,1.0542943200000001,-0.00035350013,0.00015101947938092052,0.011234285714285752,-0.200000000000011,LOSS,STOP_LOSS,1,Q3
2022-06-26 21:00:00+00:00,2022-06-27 21:00:00+00:00,6,SHORT,1.05545,1.05734981,-0.00039803257,0.000194608720485121,0.01125285714285716,-0.20000000000000542,LOSS,STOP_LOSS,1,Q4 (Strongest)
2022-06-27 21:00:00+00:00,2022-06-28 21:00:00+00:00,0,SHORT,1.0583,1.04416,-0.0003536543,0.00014886491815559565,0.011438571428571456,1.3161050741755684,WIN,TIME_EXIT,1,Q3
2022-06-28 21:00:00+00:00,2022-06-29 21:00:00+00:00,1,SHORT,1.05196,1.04834,-0.00036582976,0.00015978183306287975,0.010992142857142879,0.32411954827179323,WIN,TIME_EXIT,1,Q3
2022-06-29 21:00:00+00:00,2022-06-30 21:00:00+00:00,2,SHORT,1.0441,1.0459793800000001,-0.00039906177,0.00019180282368324697,0.010777142857142865,-0.20000000000000928,LOSS,STOP_LOSS,1,Q4 (Strongest)
2022-06-30 21:00:00+00:00,2022-07-03 21:00:00+00:00,3,SHORT,1.04837,1.04228,-0.00034172626,0.00013377918221522123,0.010774999999999995,0.5609017808598041,WIN,TIME_EXIT,1,Q3
2022-07-03 21:00:00+00:00,2022-07-04 21:00:00+00:00,6,SHORT,1.04245,1.04432641,-0.00041620046,0.00020772211020812393,0.010472857142857157,-0.19999999999999418,LOSS,STOP_LOSS,1,Q4 (Strongest)
2022-07-04 21:00:00+00:00,2022-07-05 21:00:00+00:00,0,SHORT,1.04234,1.0214932,-0.00039699912,0.0001883991149952635,0.010937857142857157,1.9799999999999944,WIN,TAKE_PROFIT,1,Q4 (Strongest)
2022-07-05 21:00:00+00:00,2022-07-06 21:00:00+00:00,1,SHORT,1.02676,1.01614,-0.00045650935,0.00024786216672509907,0.010186428571428565,1.0143215551832807,WIN,TIME_EXIT,1,Q4 (Strongest)
